GO	x	K	GeneRatio	BgRatio	p_value	genes_in_target	p_adjust	significant
GO:0016705	9	754	9/287	754/27058	0.4070738361199825	S.CEREALE.LO7.r2.2RG00177740;S.CEREALE.LO7.r2.3RG00218390;S.CEREALE.LO7.r2.3RG00227230;S.CEREALE.LO7.r2.3RG00270840;S.CEREALE.LO7.r2.3RG00271050;S.CEREALE.LO7.r2.4RG00383940;S.CEREALE.LO7.r2.6RG00548580;S.CEREALE.LO7.r2.6RG00649370;S.CEREALE.LO7.r2.7RG00676180	0.5345486682135935	FALSE
GO:0008757	5	395	5/287	395/27058	0.4086213377209681	S.CEREALE.LO7.r2.4RG00314030;S.CEREALE.LO7.r2.5RG00508980;S.CEREALE.LO7.r2.6RG00553430;S.CEREALE.LO7.r2.6RG00598710;S.CEREALE.LO7.r2.6RG00606220	0.5345486682135935	FALSE
GO:0009055	2	137	2/287	137/27058	0.4275737873947004	S.CEREALE.LO7.r2.4RG00352190;S.CEREALE.LO7.r2.5RG00499670	0.5558459236131106	FALSE
GO:0004843	1	54	1/287	54/27058	0.4380804682653495	S.CEREALE.LO7.r2.2RG00129670	0.5659673130384639	FALSE
GO:0016830	1	59	1/287	59/27058	0.46731513700002625	S.CEREALE.LO7.r2.6RG00640690	0.6000095586173176	FALSE
GO:0019752	1	60	1/287	60/27058	0.47297758952348967	S.CEREALE.LO7.r2.6RG00640690	0.6008064820407029	FALSE
GO:0008168	2	150	2/287	150/27058	0.4737128031474772	S.CEREALE.LO7.r2.5RG00508980;S.CEREALE.LO7.r2.6RG00606220	0.6008064820407029	FALSE
GO:0008194	4	340	4/287	340/27058	0.48761731847379564	S.CEREALE.LO7.r2.1RG00061120;S.CEREALE.LO7.r2.2RG00106750;S.CEREALE.LO7.r2.5RG00507020;S.CEREALE.LO7.r2.5RG00507030	0.6098106216446186	FALSE
GO:0017148	1	63	1/287	63/27058	0.48960756641659287	S.CEREALE.LO7.r2.6RG00623480	0.6098106216446186	FALSE
GO:0030598	1	63	1/287	63/27058	0.48960756641659287	S.CEREALE.LO7.r2.6RG00623480	0.6098106216446186	FALSE
GO:0005737	3	255	3/287	255/27058	0.5092653818926368	S.CEREALE.LO7.r2.2RG00090230;S.CEREALE.LO7.r2.4RG00355040;S.CEREALE.LO7.r2.5RG00493020	0.6305190442480265	FALSE
GO:0004386	1	69	1/287	69/27058	0.5213149672042383	S.CEREALE.LO7.r2.2RG00153690	0.6390148631641013	FALSE
GO:0005509	3	260	3/287	260/27058	0.5222717631629673	S.CEREALE.LO7.r2.1RG00014280;S.CEREALE.LO7.r2.2RG00143350;S.CEREALE.LO7.r2.5RG00481810	0.6390148631641013	FALSE
GO:0048544	2	167	2/287	167/27058	0.5305354679420393	S.CEREALE.LO7.r2.1RG00066580;S.CEREALE.LO7.r2.2RG00168980	0.6426736358839297	FALSE
GO:0016702	1	71	1/287	71/27058	0.5314416604424803	S.CEREALE.LO7.r2.7RG00670820	0.6426736358839297	FALSE
GO:0006629	2	169	2/287	169/27058	0.5369419502234838	S.CEREALE.LO7.r2.4RG00347710;S.CEREALE.LO7.r2.6RG00640290	0.6455718245461539	FALSE
GO:0006418	1	78	1/287	78/27058	0.5652329675108423	S.CEREALE.LO7.r2.2RG00090230	0.6756807887485932	FALSE
GO:0008171	1	80	1/287	80/27058	0.5744336170237156	S.CEREALE.LO7.r2.6RG00598710	0.6827553848053306	FALSE
GO:0004812	1	86	1/287	86/27058	0.6008875393524504	S.CEREALE.LO7.r2.2RG00090230	0.7101398192347141	FALSE
GO:0004185	1	92	1/287	92/27058	0.6257024142544586	S.CEREALE.LO7.r2.5RG00477910	0.7311578773310528	FALSE
GO:0005507	1	92	1/287	92/27058	0.6257024142544586	S.CEREALE.LO7.r2.3RG00274540	0.7311578773310528	FALSE
GO:0020037	11	1108	11/287	1108/27058	0.6313108235343341	S.CEREALE.LO7.r2.1RG00060130;S.CEREALE.LO7.r2.2RG00177740;S.CEREALE.LO7.r2.3RG00210620;S.CEREALE.LO7.r2.3RG00218390;S.CEREALE.LO7.r2.3RG00227230;S.CEREALE.LO7.r2.3RG00270840;S.CEREALE.LO7.r2.3RG00271050;S.CEREALE.LO7.r2.4RG00383940;S.CEREALE.LO7.r2.6RG00548580;S.CEREALE.LO7.r2.6RG00649370;S.CEREALE.LO7.r2.7RG00676180	0.7321917598936633	FALSE
GO:0003690	1	94	1/287	94/27058	0.6336274845233625	S.CEREALE.LO7.r2.5RG00520960	0.7321917598936633	FALSE
GO:0003723	6	617	6/287	617/27058	0.641129556833528	S.CEREALE.LO7.r2.1RG00071320;S.CEREALE.LO7.r2.2RG00101650;S.CEREALE.LO7.r2.2RG00106760;S.CEREALE.LO7.r2.3RG00259200;S.CEREALE.LO7.r2.7RG00686460;S.CEREALE.LO7.r2.7RG00707220	0.7367676675214023	FALSE
GO:0006281	1	100	1/287	100/27058	0.6564133281170279	S.CEREALE.LO7.r2.2RG00090220	0.7460872800455836	FALSE
GO:0006633	1	100	1/287	100/27058	0.6564133281170279	S.CEREALE.LO7.r2.2RG00114110	0.7460872800455836	FALSE
GO:0005525	2	216	2/287	216/27058	0.6698723376716788	S.CEREALE.LO7.r2.1RG00048850;S.CEREALE.LO7.r2.4RG00312390	0.7566238777156461	FALSE
GO:0007275	1	105	1/287	105/27058	0.6743187719062234	S.CEREALE.LO7.r2.4RG00355040	0.7566238777156461	FALSE
GO:0022857	4	433	4/287	433/27058	0.6765963521880297	S.CEREALE.LO7.r2.3RG00277140;S.CEREALE.LO7.r2.5RG00428770;S.CEREALE.LO7.r2.7RG00672310;S.CEREALE.LO7.r2.7RG00697080	0.7566238777156461	FALSE
GO:0030247	2	231	2/287	231/27058	0.7052678905078642	S.CEREALE.LO7.r2.1RG00014280;S.CEREALE.LO7.r2.6RG00625930	0.7844690974632929	FALSE
GO:0009733	1	116	1/287	116/27058	0.7105046551278251	S.CEREALE.LO7.r2.7RG00734150	0.7860902567371683	FALSE
GO:0016788	2	247	2/287	247/27058	0.7394897142461307	S.CEREALE.LO7.r2.3RG00258800;S.CEREALE.LO7.r2.4RG00364710	0.8138299500698158	FALSE
GO:0004672	19	2030	19/287	2030/27058	0.7473361771733744	S.CEREALE.LO7.r2.1RG00007560;S.CEREALE.LO7.r2.1RG00007570;S.CEREALE.LO7.r2.1RG00014280;S.CEREALE.LO7.r2.1RG00059450;S.CEREALE.LO7.r2.1RG00066580;S.CEREALE.LO7.r2.1RG00068630;S.CEREALE.LO7.r2.2RG00168980;S.CEREALE.LO7.r2.3RG00214930;S.CEREALE.LO7.r2.4RG00309910;S.CEREALE.LO7.r2.4RG00356590;S.CEREALE.LO7.r2.4RG00363270;S.CEREALE.LO7.r2.5RG00459120;S.CEREALE.LO7.r2.5RG00462460;S.CEREALE.LO7.r2.5RG00515790;S.CEREALE.LO7.r2.5RG00518790;S.CEREALE.LO7.r2.6RG00600490;S.CEREALE.LO7.r2.6RG00625930;S.CEREALE.LO7.r2.6RG00649220;S.CEREALE.LO7.r2.7RG00740190	0.8146671845760747	FALSE
GO:0006468	19	2031	19/287	2031/27058	0.748083808913607	S.CEREALE.LO7.r2.1RG00007560;S.CEREALE.LO7.r2.1RG00007570;S.CEREALE.LO7.r2.1RG00014280;S.CEREALE.LO7.r2.1RG00059450;S.CEREALE.LO7.r2.1RG00066580;S.CEREALE.LO7.r2.1RG00068630;S.CEREALE.LO7.r2.2RG00168980;S.CEREALE.LO7.r2.3RG00214930;S.CEREALE.LO7.r2.4RG00309910;S.CEREALE.LO7.r2.4RG00356590;S.CEREALE.LO7.r2.4RG00363270;S.CEREALE.LO7.r2.5RG00459120;S.CEREALE.LO7.r2.5RG00462460;S.CEREALE.LO7.r2.5RG00515790;S.CEREALE.LO7.r2.5RG00518790;S.CEREALE.LO7.r2.6RG00600490;S.CEREALE.LO7.r2.6RG00625930;S.CEREALE.LO7.r2.6RG00649220;S.CEREALE.LO7.r2.7RG00740190	0.8146671845760747	FALSE
GO:0009058	1	133	1/287	133/27058	0.7587048979973934	S.CEREALE.LO7.r2.5RG00532110	0.8219303061638428	FALSE
GO:0043531	8	932	8/287	932/27058	0.7754300749908822	S.CEREALE.LO7.r2.1RG00071310;S.CEREALE.LO7.r2.3RG00293580;S.CEREALE.LO7.r2.3RG00293590;S.CEREALE.LO7.r2.4RG00342150;S.CEREALE.LO7.r2.5RG00492180;S.CEREALE.LO7.r2.5RG00509240;S.CEREALE.LO7.r2.6RG00611610;S.CEREALE.LO7.r2.6RG00640910	0.83569666113007	FALSE
GO:0000166	1	156	1/287	156/27058	0.8114353520775774	S.CEREALE.LO7.r2.2RG00090230	0.8699925424336913	FALSE
GO:0005515	53	5551	53/287	5551/27058	0.8253235161340218	S.CEREALE.LO7.r2.1RG00007560;S.CEREALE.LO7.r2.1RG00007570;S.CEREALE.LO7.r2.1RG00048860;S.CEREALE.LO7.r2.1RG00067680;S.CEREALE.LO7.r2.1RG00070720;S.CEREALE.LO7.r2.1RG00079640;S.CEREALE.LO7.r2.2RG00100120;S.CEREALE.LO7.r2.2RG00125580;S.CEREALE.LO7.r2.2RG00129670;S.CEREALE.LO7.r2.2RG00131440;S.CEREALE.LO7.r2.2RG00141940;S.CEREALE.LO7.r2.2RG00142350;S.CEREALE.LO7.r2.2RG00168970;S.CEREALE.LO7.r2.2RG00188310;S.CEREALE.LO7.r2.3RG00202630;S.CEREALE.LO7.r2.3RG00214930;S.CEREALE.LO7.r2.3RG00215790;S.CEREALE.LO7.r2.3RG00220250;S.CEREALE.LO7.r2.3RG00271870;S.CEREALE.LO7.r2.3RG00280160;S.CEREALE.LO7.r2.3RG00292460;S.CEREALE.LO7.r2.4RG00300680;S.CEREALE.LO7.r2.4RG00340870;S.CEREALE.LO7.r2.4RG00356590;S.CEREALE.LO7.r2.4RG00366080;S.CEREALE.LO7.r2.4RG00375070;S.CEREALE.LO7.r2.4RG00389610;S.CEREALE.LO7.r2.5RG00431870;S.CEREALE.LO7.r2.5RG00437020;S.CEREALE.LO7.r2.5RG00459120;S.CEREALE.LO7.r2.5RG00490690;S.CEREALE.LO7.r2.5RG00504240;S.CEREALE.LO7.r2.5RG00504360;S.CEREALE.LO7.r2.5RG00509020;S.CEREALE.LO7.r2.5RG00520940;S.CEREALE.LO7.r2.6RG00548250;S.CEREALE.LO7.r2.6RG00548260;S.CEREALE.LO7.r2.6RG00548590;S.CEREALE.LO7.r2.6RG00553430;S.CEREALE.LO7.r2.6RG00622470;S.CEREALE.LO7.r2.6RG00622490;S.CEREALE.LO7.r2.6RG00625900;S.CEREALE.LO7.r2.6RG00631690;S.CEREALE.LO7.r2.6RG00636040;S.CEREALE.LO7.r2.6RG00636410;S.CEREALE.LO7.r2.6RG00645470;S.CEREALE.LO7.r2.7RG00664530;S.CEREALE.LO7.r2.7RG00670820;S.CEREALE.LO7.r2.7RG00679560;S.CEREALE.LO7.r2.7RG00695130;S.CEREALE.LO7.r2.7RG00695280;S.CEREALE.LO7.r2.7RG00707220;S.CEREALE.LO7.r2.7RG00738860	0.8803450838762898	FALSE
GO:0046982	2	308	2/287	308/27058	0.8404350935040007	S.CEREALE.LO7.r2.3RG00227240;S.CEREALE.LO7.r2.7RG00723900	0.8918903033103681	FALSE
GO:0016757	1	182	1/287	182/27058	0.8573429898267799	S.CEREALE.LO7.r2.2RG00154170	0.902540876221326	FALSE
GO:0003677	16	1900	16/287	1900/27058	0.8618114213250628	S.CEREALE.LO7.r2.1RG00018600;S.CEREALE.LO7.r2.1RG00025050;S.CEREALE.LO7.r2.2RG00125580;S.CEREALE.LO7.r2.2RG00143340;S.CEREALE.LO7.r2.2RG00169260;S.CEREALE.LO7.r2.2RG00171150;S.CEREALE.LO7.r2.2RG00183310;S.CEREALE.LO7.r2.3RG00260210;S.CEREALE.LO7.r2.4RG00313390;S.CEREALE.LO7.r2.4RG00351560;S.CEREALE.LO7.r2.4RG00352180;S.CEREALE.LO7.r2.6RG00583620;S.CEREALE.LO7.r2.7RG00674270;S.CEREALE.LO7.r2.7RG00676010;S.CEREALE.LO7.r2.7RG00677810;S.CEREALE.LO7.r2.7RG00723900	0.902540876221326	FALSE
GO:0006979	2	331	2/287	331/27058	0.8682629617317246	S.CEREALE.LO7.r2.1RG00060130;S.CEREALE.LO7.r2.3RG00210620	0.902540876221326	FALSE
GO:0050660	1	191	1/287	191/27058	0.8704840719843369	S.CEREALE.LO7.r2.6RG00646590	0.902540876221326	FALSE
GO:0016491	3	464	3/287	464/27058	0.872166904425416	S.CEREALE.LO7.r2.3RG00274540;S.CEREALE.LO7.r2.5RG00534520;S.CEREALE.LO7.r2.6RG00630240	0.902540876221326	FALSE
GO:0004601	2	341	2/287	341/27058	0.8789161715865453	S.CEREALE.LO7.r2.1RG00060130;S.CEREALE.LO7.r2.3RG00210620	0.9050225925247596	FALSE
GO:0006508	8	1199	8/287	1199/27058	0.9424899552590466	S.CEREALE.LO7.r2.2RG00140350;S.CEREALE.LO7.r2.2RG00152570;S.CEREALE.LO7.r2.3RG00231050;S.CEREALE.LO7.r2.3RG00284290;S.CEREALE.LO7.r2.5RG00477910;S.CEREALE.LO7.r2.6RG00586290;S.CEREALE.LO7.r2.7RG00723690;S.CEREALE.LO7.r2.7RG00738850	0.9657039935659197	FALSE
GO:0008270	6	995	6/287	995/27058	0.9548864818327143	S.CEREALE.LO7.r2.2RG00176140;S.CEREALE.LO7.r2.3RG00202630;S.CEREALE.LO7.r2.3RG00215810;S.CEREALE.LO7.r2.5RG00509020;S.CEREALE.LO7.r2.7RG00677810;S.CEREALE.LO7.r2.7RG00720690	0.9736097461823753	FALSE
GO:0008234	2	815	2/287	815/27058	0.998528066535104	S.CEREALE.LO7.r2.3RG00231050;S.CEREALE.LO7.r2.7RG00738850	0.9999633381670048	FALSE
GO:0003676	10	2122	10/287	2122/27058	0.9992645524626671	S.CEREALE.LO7.r2.1RG00071320;S.CEREALE.LO7.r2.1RG00084940;S.CEREALE.LO7.r2.2RG00101650;S.CEREALE.LO7.r2.3RG00215810;S.CEREALE.LO7.r2.3RG00259200;S.CEREALE.LO7.r2.4RG00318790;S.CEREALE.LO7.r2.6RG00546330;S.CEREALE.LO7.r2.6RG00624640;S.CEREALE.LO7.r2.7RG00686460;S.CEREALE.LO7.r2.7RG00707220	0.9999633381670048	FALSE
GO:0008408	1	937	1/287	937/27058	0.9999616815565724	S.CEREALE.LO7.r2.6RG00624640	0.9999633381670048	FALSE
GO:0006139	1	941	1/287	941/27058	0.9999633381670048	S.CEREALE.LO7.r2.6RG00624640	0.9999633381670048	FALSE
